,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Lname,NamePrefix
579,580,1,3,1,7,0,0,0,7,388,19
580,581,1,2,0,4,1,1,2,7,148,16
581,582,1,1,0,0,1,1,3,2,786,20
582,583,0,2,1,0,0,0,2,7,218,19
583,584,0,1,1,0,0,0,3,0,684,19
584,585,0,3,1,6,0,0,1,7,617,19
585,586,1,1,0,5,0,2,3,4,783,16
586,587,0,2,1,0,0,0,1,7,372,19
587,588,1,1,1,0,1,1,3,1,263,19
588,589,0,3,1,4,0,0,1,7,282,19
589,590,0,3,1,6,0,0,1,7,549,19
590,591,0,3,1,7,0,0,0,7,670,19
591,592,1,1,0,0,1,0,3,3,764,20
592,593,0,3,1,0,0,0,0,7,235,19
593,594,0,3,0,6,0,2,0,7,91,16
594,595,0,2,1,0,1,0,2,7,139,19
595,596,0,3,1,0,1,1,2,7,811,9
596,597,1,2,0,6,0,0,3,7,437,16
597,598,0,3,1,0,0,0,4,7,382,19
598,599,0,3,1,6,0,0,0,7,90,19
599,600,1,1,1,0,1,0,3,0,224,8
600,601,1,2,0,4,2,1,2,7,368,20
601,602,0,3,1,6,0,0,0,7,740,19
602,603,0,1,1,6,0,0,3,7,316,19
603,604,0,3,1,0,0,0,1,7,797,19
604,605,1,1,1,7,0,0,2,7,350,19
605,606,0,3,1,0,1,0,2,7,451,19
606,607,0,3,1,7,0,0,0,7,392,19
607,608,1,1,1,7,0,0,2,7,190,19
608,609,1,2,0,4,1,2,3,7,428,20
609,610,1,1,0,0,0,0,3,2,725,16
610,611,0,3,0,0,1,5,3,7,21,20
611,612,0,3,1,6,0,0,0,7,371,19
612,613,1,3,0,6,1,0,2,7,550,16
613,614,0,3,1,6,0,0,0,7,353,19
614,615,0,3,1,7,0,0,1,7,103,19
615,616,1,2,0,4,1,2,3,7,335,16
616,617,0,3,1,7,1,1,1,7,189,19
617,618,0,3,0,7,1,0,2,7,459,20
618,619,1,2,0,1,2,1,3,5,66,16
619,620,0,2,1,7,0,0,1,7,274,19
620,621,0,3,1,7,1,0,1,7,856,19
621,622,1,1,1,0,1,0,3,3,408,19
622,623,1,3,1,4,1,1,2,7,555,19
623,624,0,3,1,4,0,0,0,7,310,19
624,625,0,3,1,4,0,0,2,7,92,19
625,626,0,1,1,3,0,0,3,3,778,19
626,627,0,2,1,0,0,0,1,7,411,26
627,628,1,1,0,4,0,0,3,3,462,16
628,629,0,3,1,7,0,0,0,7,88,19
629,630,0,3,1,6,0,0,0,7,583,19
630,631,1,1,1,3,0,0,2,0,55,19
631,632,0,3,1,0,0,0,0,7,467,19
632,633,1,1,1,7,0,0,2,1,757,7
633,634,0,1,1,6,0,0,4,7,612,19
634,635,0,3,0,2,3,2,2,7,739,16
635,636,1,2,0,7,0,0,1,7,196,16
636,637,0,3,1,7,0,0,0,7,436,19
637,638,0,2,1,7,1,1,2,7,162,19
638,639,0,3,0,0,0,5,3,7,609,20
639,640,0,3,1,6,1,0,2,7,791,19
640,641,0,3,1,4,0,0,0,7,375,19
641,642,1,1,0,4,0,0,3,1,701,17
642,643,0,3,0,1,3,2,2,7,739,16
643,644,1,3,1,6,0,0,3,7,254,19
644,645,1,3,0,1,2,1,2,7,44,16
645,646,1,1,1,0,1,0,3,3,315,19
646,647,0,3,1,4,0,0,0,7,169,19
647,648,1,1,1,0,0,0,3,0,730,4
648,649,0,3,1,6,0,0,0,7,846,19
649,650,1,3,0,4,0,0,0,7,760,16
650,651,0,3,1,6,0,0,0,7,530,19
651,652,1,2,0,5,0,1,2,7,213,16
652,653,0,3,1,4,0,0,1,7,390,19
653,654,1,3,0,6,0,0,0,7,589,16
654,655,0,3,0,5,0,0,0,7,328,16
655,656,0,2,1,4,2,0,3,7,337,19
656,657,0,3,1,6,0,0,0,7,653,19
657,658,0,3,0,7,1,1,2,7,91,20
658,659,0,2,1,4,0,0,1,7,231,19
659,660,0,1,1,0,0,2,3,3,565,19
660,661,1,1,1,0,2,0,3,7,261,7
661,662,0,3,1,0,0,0,0,7,46,19
662,663,0,1,1,0,0,0,2,4,161,19
663,664,0,3,1,0,0,0,0,7,157,19
664,665,1,3,1,4,1,0,0,7,452,19
665,666,0,2,1,7,2,0,3,7,337,19
666,667,0,2,1,4,0,0,1,7,111,19
667,668,0,3,1,6,0,0,0,7,679,19
668,669,0,3,1,0,0,0,1,7,168,19
669,670,1,1,0,6,1,0,3,2,784,20
670,671,1,2,0,0,1,1,3,7,104,20
671,672,0,1,1,7,1,0,3,1,194,19
672,673,0,2,1,3,0,0,1,7,529,19
673,674,1,2,1,7,0,0,1,7,842,19
674,675,0,2,1,6,0,0,4,7,826,19
675,676,0,3,1,5,0,0,0,7,230,19
676,677,0,3,1,4,0,0,1,7,710,19
677,678,1,3,0,5,0,0,1,7,807,16
678,679,0,3,0,0,1,6,3,7,292,20
679,680,1,1,1,0,0,1,3,1,127,19
680,681,0,3,0,6,0,0,1,7,635,16
681,682,1,1,1,7,0,0,3,3,320,19
682,683,0,3,1,4,0,0,1,7,596,19
683,684,0,3,1,5,5,2,3,7,292,19
684,685,0,2,1,0,1,1,3,7,104,19
685,686,0,2,1,4,1,2,3,7,428,19
686,687,0,3,1,5,4,1,3,7,609,19
687,688,0,3,1,4,0,0,1,7,187,19
688,689,0,3,1,5,0,0,0,7,249,19
689,690,1,1,0,5,0,1,3,1,475,16
690,691,1,1,1,7,1,0,3,1,207,19
691,692,1,3,0,1,0,1,1,7,395,16
692,693,1,3,1,6,0,0,3,7,423,19
693,694,0,3,1,4,0,0,0,7,694,19
694,695,0,1,1,0,0,0,2,7,829,4
695,696,0,2,1,0,0,0,1,7,139,19
696,697,0,3,1,0,0,0,1,7,401,19
697,698,1,3,0,6,0,0,0,7,547,16
698,699,0,1,1,0,1,1,3,2,786,19
699,700,0,3,1,0,0,0,0,5,357,19
700,701,1,1,0,5,1,0,3,2,37,20
701,702,1,1,1,7,0,0,2,4,727,19
702,703,0,3,0,5,0,1,1,7,53,16
703,704,0,3,1,4,0,0,0,7,270,19
704,705,0,3,1,7,1,0,0,7,310,19
705,706,0,2,1,0,0,0,2,7,540,19
706,707,1,2,0,0,0,0,1,7,401,20
707,708,1,1,1,0,0,0,2,4,117,19
708,709,1,1,0,4,0,0,3,7,152,16
709,710,1,3,1,6,1,1,2,7,543,13
710,711,1,1,0,4,0,0,3,2,498,17
711,712,0,1,1,6,0,0,2,2,412,19
712,713,1,1,1,0,1,0,3,2,784,19
713,714,0,3,1,7,0,0,1,7,429,19
714,715,0,2,1,0,0,0,1,7,296,19
715,716,0,3,1,4,0,0,0,5,751,19
716,717,1,1,0,0,0,0,3,2,239,16
717,718,1,2,0,7,0,0,1,4,804,16
718,719,0,3,1,6,0,0,2,7,506,19
719,720,0,3,1,7,0,0,0,7,382,19
720,721,1,2,0,2,0,1,3,7,315,16
721,722,0,3,1,5,1,0,0,7,375,19
722,723,0,2,1,7,0,0,1,7,284,19
723,724,0,2,1,0,0,0,1,7,344,19
724,725,1,1,1,7,1,0,3,4,138,19
725,726,0,3,1,4,0,0,1,7,598,19
726,727,1,2,0,7,3,0,2,7,659,20
727,728,1,3,0,6,0,0,0,7,488,16
728,729,0,2,1,4,1,0,2,7,105,19
729,730,0,3,0,4,1,0,0,7,364,16
730,731,1,1,0,7,0,0,3,1,15,16
731,732,0,3,1,2,0,0,2,7,321,19
732,733,0,2,1,6,0,0,4,7,414,19
733,734,0,2,1,4,0,0,1,7,73,19
734,735,0,2,1,4,0,0,1,7,802,19
735,736,0,3,1,7,0,0,2,7,847,19
736,737,0,3,0,0,1,3,3,7,255,20
737,738,1,1,1,7,0,0,3,1,443,19
738,739,0,3,1,6,0,0,0,7,367,19
739,740,0,3,1,6,0,0,0,7,557,19
740,741,1,1,1,6,0,0,2,3,322,19
741,742,0,1,1,0,1,0,3,2,135,19
742,743,1,1,0,4,2,2,3,1,693,16
743,744,0,3,1,4,1,0,2,7,512,19
744,745,1,3,1,7,0,0,0,7,771,19
745,746,0,1,1,3,1,1,3,1,180,2
746,747,0,3,1,5,1,1,2,7,1,19
747,748,1,2,0,7,0,0,1,7,732,16
748,749,0,1,1,4,1,0,3,3,493,19
749,750,0,3,1,7,0,0,0,7,165,19
750,751,1,2,0,1,1,1,2,7,831,16
751,752,1,3,1,2,0,1,1,4,536,13
752,753,0,3,1,7,0,0,1,7,812,29
753,754,0,3,1,4,0,0,0,7,385,19
754,755,1,2,0,0,1,2,3,7,335,20
755,756,1,2,1,1,1,1,1,7,307,13
756,757,0,3,1,7,0,0,0,7,128,19
757,758,0,2,1,5,0,0,1,7,47,19
758,759,0,3,1,7,0,0,1,7,787,19
759,760,1,1,0,7,0,0,3,1,686,32
760,761,0,3,1,6,0,0,1,7,271,19
761,762,0,3,1,0,0,0,0,7,573,19
762,763,1,3,1,4,0,0,0,7,52,19
763,764,1,1,0,0,1,2,3,1,131,20
764,765,0,3,1,5,0,0,0,7,232,19
765,766,1,1,0,0,1,0,3,3,345,20
766,767,0,1,1,6,0,0,3,7,101,7
767,768,0,3,0,7,0,0,0,7,486,16
768,769,0,3,1,6,1,0,2,7,538,19
769,770,0,3,1,7,0,0,1,7,298,19
770,771,0,3,1,4,0,0,1,7,447,19
771,772,0,3,1,0,0,0,0,7,375,19
772,773,0,2,0,0,0,0,1,4,473,20
773,774,0,3,1,6,0,0,0,7,234,19
774,775,1,2,0,0,1,3,2,7,343,20
775,776,0,3,1,5,0,0,0,7,551,19
776,777,0,3,1,6,0,0,0,5,793,19
777,778,1,3,0,1,0,0,1,7,236,16
778,779,0,3,1,6,0,0,0,7,407,19
779,780,1,1,0,0,0,1,3,1,674,20
780,781,1,3,0,5,0,0,0,7,41,16
781,782,1,1,0,5,1,0,3,1,207,20
782,783,0,1,1,7,0,0,2,3,461,19
783,784,0,3,1,6,1,2,2,7,383,19
784,785,0,3,1,4,0,0,0,7,14,19
785,786,0,3,1,4,0,0,0,7,314,19
786,787,1,3,0,5,0,0,0,7,737,16
787,788,0,3,1,2,4,1,2,7,664,13
788,789,1,3,1,1,1,2,2,7,199,13
789,790,0,1,1,0,0,0,3,1,300,19
790,791,0,3,1,6,0,0,0,7,398,19
791,792,0,2,1,5,0,0,2,7,273,19
792,793,0,3,0,6,8,2,3,7,700,16
793,794,0,1,1,6,0,0,2,7,356,19
794,795,0,3,1,4,0,0,0,7,193,19
795,796,0,2,1,0,0,0,1,7,602,19
796,797,1,1,0,0,0,0,2,3,432,7
797,798,1,3,0,7,0,0,1,7,600,20
798,799,0,3,1,7,0,0,0,7,360,27
799,800,0,3,0,7,1,1,2,7,811,9
800,801,0,2,1,7,0,0,1,7,647,19
801,802,1,2,0,7,1,1,2,7,162,20
802,803,1,1,1,2,1,2,3,1,131,13
803,804,1,3,1,1,0,1,1,7,788,13
804,805,1,3,1,7,0,0,0,7,326,19
805,806,0,3,1,7,0,0,0,7,381,19
806,807,0,1,1,0,0,0,4,0,24,19
807,808,0,3,0,5,0,0,0,7,640,16
808,809,0,2,1,0,0,0,1,7,520,19
809,810,1,1,0,7,1,0,3,4,138,20
810,811,0,3,1,7,0,0,0,7,12,19
811,812,0,3,1,0,0,0,2,7,442,19
812,813,0,2,1,7,0,0,1,7,742,19
813,814,0,3,0,2,4,2,3,7,21,16
814,815,0,3,1,7,0,0,1,7,795,19
815,816,0,1,1,6,0,0,4,1,265,19
816,817,0,3,0,4,0,0,0,7,330,16
817,818,0,2,1,7,1,1,3,7,484,19
818,819,0,3,1,0,0,0,0,7,347,19
819,820,0,3,1,2,3,2,2,7,739,13
820,821,1,1,0,0,1,1,3,1,323,20
821,822,1,3,1,7,0,0,1,7,466,19
822,823,0,1,1,0,0,0,4,7,660,10
823,824,1,3,0,7,0,1,1,4,536,20
824,825,0,3,1,1,4,1,3,7,609,13
825,826,0,3,1,6,0,0,0,7,252,19
826,827,0,3,1,6,0,0,3,7,423,19
827,828,1,2,1,1,0,2,3,7,484,13
828,829,1,3,1,6,0,0,0,7,501,19
829,830,1,1,0,3,0,0,3,1,767,20
830,831,1,3,0,5,1,0,1,7,856,20
831,832,1,2,1,1,1,1,2,7,666,13
832,833,0,3,1,6,0,0,0,7,694,19
833,834,0,3,1,4,0,0,0,7,40,19
834,835,0,3,1,5,0,0,1,7,17,19
835,836,1,1,0,0,1,1,3,4,163,16
836,837,0,3,1,4,0,0,1,7,615,19
837,838,0,3,1,6,0,0,1,7,734,19
838,839,1,3,1,7,0,0,3,7,145,19
839,840,1,1,1,6,0,0,2,2,490,19
840,841,0,3,1,4,0,0,0,7,13,19
841,842,0,2,1,5,0,0,1,7,546,19
842,843,1,1,0,7,0,0,2,7,716,16
843,844,0,3,1,7,0,0,0,7,438,19
844,845,0,3,1,5,0,0,1,7,181,19
845,846,0,3,1,0,0,0,0,7,0,19
846,847,0,3,1,6,8,2,3,7,700,19
847,848,0,3,1,7,0,0,0,7,491,19
848,849,0,2,1,7,0,1,3,7,315,26
849,850,1,1,0,6,1,0,3,2,288,20
850,851,0,3,1,1,4,2,3,7,21,13
851,852,0,3,1,3,0,0,0,7,779,19
852,853,0,3,0,2,1,1,2,7,90,16
853,854,1,1,0,5,0,1,3,3,455,16
854,855,0,2,0,0,1,0,2,7,131,20
855,856,1,3,0,5,0,1,1,7,9,20
856,857,1,1,0,0,1,1,3,7,838,20
857,858,1,1,1,0,0,0,2,4,188,19
858,859,1,3,0,4,0,3,2,7,44,20
859,860,0,3,1,6,0,0,0,7,655,19
860,861,0,3,1,0,2,0,1,7,310,19
861,862,0,2,1,4,1,0,1,7,281,19
862,863,1,1,0,0,0,0,2,3,782,20
863,864,0,3,0,6,8,2,3,7,700,16
864,865,0,2,1,4,0,0,1,7,283,19
865,866,1,2,0,0,0,0,1,7,114,20
866,867,1,2,0,7,1,0,1,7,227,33
867,868,0,1,1,7,0,0,3,0,676,19
868,869,0,3,1,6,0,0,1,7,867,14
869,870,1,3,1,1,1,1,1,7,382,13
870,871,0,3,1,7,0,0,0,7,49,19
871,872,1,1,0,0,1,1,3,3,67,20
872,873,0,1,1,7,0,0,0,1,128,19
873,874,0,3,1,0,0,0,1,7,814,5
874,875,1,2,0,7,1,0,2,7,3,20
875,876,1,3,0,5,0,0,0,7,554,16
876,877,0,3,1,4,0,0,1,7,301,19
877,878,0,3,1,4,0,0,0,7,638,19
878,879,0,3,1,6,0,0,0,7,422,19
879,880,1,1,0,0,0,1,3,2,650,20
880,881,1,2,0,4,0,1,2,7,722,20
881,882,0,3,1,7,0,0,0,7,492,19
882,883,0,3,0,4,0,0,1,7,186,16
883,884,0,2,1,7,0,0,1,7,51,19
884,885,0,3,1,4,0,0,0,7,777,19
885,886,0,3,0,0,0,5,2,7,664,20
886,887,0,2,1,7,0,0,1,7,535,26
887,888,1,1,0,4,0,0,2,1,294,16
888,889,0,3,0,6,1,2,2,7,383,16
889,890,1,1,1,7,0,0,2,2,69,19
890,891,0,3,1,7,0,0,0,7,214,19
